Inventory_ID,Date_Key,Product_ID,Store_ID,Opening_Stock,Received,Sold,Closing_Stock,Reorder_Level,Expiry_Date,Batch_No
INVT000330,20280308,PRD158,ST047,61,101,32,130,20,2029-10-17,BAT000330
INVT000331,20231027,PRD024,ST028,226,16,69,173,20,2025-01-04,BAT000331
INVT000332,20280417,PRD017,ST019,259,46,98,207,25,2031-02-02,BAT000332
INVT000333,20270918,PRD192,ST025,279,96,48,327,20,2030-08-17,BAT000333
INVT000334,20240628,PRD179,ST008,141,137,50,228,50,2025-11-05,BAT000334
INVT000335,20250701,PRD002,ST049,61,76,59,78,50,2027-09-08,BAT000335
INVT000336,20281218,PRD195,ST015,176,117,44,249,25,2030-09-26,BAT000336
INVT000337,20250211,PRD058,ST003,464,107,78,493,20,2026-10-15,BAT000337
INVT000338,20250424,PRD035,ST007,354,8,57,305,50,2028-03-12,BAT000338
INVT000339,20230719,PRD126,ST048,72,102,56,118,25,2026-01-21,BAT000339
INVT000340,20250608,PRD029,ST009,307,74,29,352,50,2027-04-30,BAT000340
INVT000341,20260806,PRD122,ST020,498,36,84,450,50,2028-03-19,BAT000341
INVT000342,20270821,PRD154,ST018,81,142,75,148,25,2030-05-23,BAT000342
INVT000343,20271016,PRD285,ST032,74,88,120,42,40,2030-04-05,BAT000343
INVT000344,20260729,PRD214,ST027,126,76,48,154,25,2029-01-29,BAT000344
INVT000345,20280423,PRD124,ST015,203,36,103,136,40,2029-06-21,BAT000345
INVT000346,20270818,PRD214,ST036,321,34,49,306,25,2029-05-05,BAT000346
INVT000347,20250412,PRD170,ST042,90,115,108,97,30,2026-07-15,BAT000347
INVT000348,20250219,PRD027,ST018,243,10,111,142,20,2026-08-30,BAT000348
INVT000349,20250607,PRD246,ST014,495,85,38,542,20,2027-01-09,BAT000349
INVT000350,20250217,PRD061,ST048,436,122,117,441,25,2028-01-30,BAT000350
INVT000351,20250417,PRD204,ST016,332,82,99,315,30,2027-05-11,BAT000351
INVT000352,20280324,PRD274,ST042,233,78,33,278,30,2030-08-31,BAT000352
INVT000353,20280729,PRD239,ST007,461,120,97,484,30,2030-02-22,BAT000353
INVT000354,20270227,PRD161,ST027,73,144,110,107,25,2028-07-25,BAT000354
INVT000355,20230308,PRD134,ST036,349,148,92,405,40,2025-01-03,BAT000355
INVT000356,20240916,PRD101,ST022,167,97,72,192,25,2027-02-09,BAT000356
INVT000357,20261014,PRD132,ST049,470,125,92,503,40,2029-01-27,BAT000357
INVT000358,20241120,PRD181,ST011,121,139,62,198,25,2027-05-29,BAT000358
INVT000359,20230829,PRD269,ST003,479,19,120,378,20,2024-09-03,BAT000359
INVT000360,20270817,PRD071,ST041,168,17,90,95,25,2028-08-25,BAT000360
INVT000361,20250614,PRD259,ST030,241,15,79,177,50,2027-10-21,BAT000361
INVT000362,20280621,PRD009,ST001,322,141,52,411,20,2029-07-08,BAT000362
INVT000363,20281208,PRD141,ST035,196,4,64,136,40,2030-06-09,BAT000363
INVT000364,20240314,PRD050,ST034,126,61,24,163,50,2026-09-04,BAT000364
INVT000365,20251030,PRD182,ST018,457,101,10,548,30,2027-12-19,BAT000365
INVT000366,20280224,PRD290,ST016,406,57,38,425,20,2030-12-24,BAT000366
INVT000367,20230510,PRD048,ST026,244,96,70,270,40,2024-07-05,BAT000367
INVT000368,20230208,PRD088,ST006,305,111,82,334,30,2025-09-09,BAT000368
INVT000369,20240126,PRD271,ST003,167,54,115,106,50,2026-05-26,BAT000369
INVT000370,20260115,PRD024,ST005,400,71,115,356,50,2028-08-14,BAT000370
INVT000371,20230515,PRD092,ST021,58,53,75,36,25,2026-05-13,BAT000371
INVT000372,20270620,PRD040,ST020,133,144,30,247,50,2029-07-22,BAT000372
INVT000373,20260920,PRD197,ST049,428,35,101,362,20,2029-02-13,BAT000373
INVT000374,20261117,PRD028,ST007,273,59,107,225,20,2028-10-30,BAT000374
INVT000375,20270613,PRD168,ST002,374,69,100,343,40,2029-10-27,BAT000375
INVT000376,20250723,PRD183,ST036,242,110,23,329,50,2028-05-29,BAT000376
INVT000377,20270406,PRD044,ST050,366,75,102,339,25,2030-04-05,BAT000377
INVT000378,20231029,PRD043,ST018,128,97,91,134,25,2025-11-30,BAT000378
INVT000379,20260721,PRD185,ST007,96,1,39,58,40,2028-07-23,BAT000379
INVT000380,20260109,PRD053,ST009,94,47,55,86,40,2028-08-01,BAT000380
INVT000381,20280929,PRD209,ST007,63,22,45,40,50,2030-01-02,BAT000381
INVT000382,20260821,PRD198,ST001,199,105,49,255,20,2029-03-15,BAT000382
INVT000383,20250921,PRD293,ST034,136,97,21,212,25,2027-06-23,BAT000383
INVT000384,20260518,PRD138,ST032,124,16,21,119,40,2028-02-24,BAT000384
INVT000385,20270921,PRD154,ST031,450,19,46,423,30,2029-05-30,BAT000385
INVT000386,20280723,PRD101,ST030,104,34,38,100,20,2030-09-01,BAT000386
INVT000387,20260922,PRD195,ST022,275,85,55,305,50,2028-02-08,BAT000387
INVT000388,20260515,PRD165,ST039,405,51,61,395,30,2027-11-12,BAT000388
INVT000389,20270620,PRD164,ST019,426,125,73,478,25,2029-05-18,BAT000389
INVT000390,20270321,PRD144,ST026,236,29,119,146,50,2028-10-10,BAT000390
INVT000391,20250106,PRD282,ST002,422,118,120,420,25,2027-03-30,BAT000391
INVT000392,20260408,PRD036,ST027,394,127,17,504,30,2027-12-11,BAT000392
INVT000393,20251031,PRD079,ST046,266,96,9,353,40,2028-07-04,BAT000393
INVT000394,20280516,PRD299,ST026,323,129,118,334,40,2030-11-23,BAT000394
INVT000395,20230531,PRD185,ST045,465,137,76,526,20,2024-09-18,BAT000395
INVT000396,20251013,PRD182,ST011,381,11,72,320,40,2027-09-17,BAT000396
INVT000397,20271030,PRD055,ST001,100,66,28,138,50,2030-04-13,BAT000397
INVT000398,20250624,PRD229,ST024,250,118,98,270,50,2028-05-31,BAT000398
INVT000399,20280811,PRD078,ST023,62,123,13,172,30,2030-10-10,BAT000399
INVT000400,20231218,PRD060,ST047,122,89,39,172,30,2026-03-28,BAT000400
INVT000401,20250427,PRD267,ST031,228,121,12,337,40,2028-04-09,BAT000401
INVT000402,20280128,PRD164,ST005,203,11,103,111,20,2029-02-19,BAT000402
INVT000403,20261106,PRD056,ST044,459,42,119,382,25,2029-04-17,BAT000403
INVT000404,20241215,PRD283,ST011,219,143,54,308,40,2026-08-09,BAT000404
INVT000405,20270718,PRD095,ST012,377,110,50,437,20,2030-04-06,BAT000405
INVT000406,20250319,PRD231,ST038,269,99,0,368,25,2026-10-15,BAT000406
INVT000407,20260214,PRD033,ST037,102,137,23,216,30,2028-01-13,BAT000407
INVT000408,20250318,PRD235,ST008,184,125,67,242,30,2027-11-19,BAT000408
INVT000409,20270511,PRD201,ST038,108,89,45,152,40,2030-02-01,BAT000409
INVT000410,20241207,PRD153,ST040,352,21,86,287,25,2026-10-23,BAT000410
INVT000411,20240427,PRD123,ST020,109,46,47,108,25,2026-10-02,BAT000411
INVT000412,20270511,PRD215,ST039,120,147,49,218,40,2028-11-16,BAT000412
INVT000413,20280616,PRD276,ST045,380,44,71,353,25,2030-10-30,BAT000413
INVT000414,20260329,PRD072,ST012,211,115,79,247,20,2028-03-30,BAT000414
INVT000415,20230209,PRD249,ST009,149,98,71,176,50,2025-12-08,BAT000415
INVT000416,20280720,PRD210,ST044,301,106,90,317,40,2030-12-02,BAT000416
INVT000417,20241116,PRD043,ST037,65,56,37,84,20,2026-08-24,BAT000417
INVT000418,20250709,PRD276,ST019,136,117,72,181,40,2028-01-22,BAT000418
INVT000419,20280923,PRD058,ST037,108,68,99,77,50,2030-10-03,BAT000419
INVT000420,20230620,PRD226,ST035,161,108,13,256,25,2025-04-19,BAT000420
INVT000421,20230513,PRD231,ST017,228,22,56,194,20,2025-01-09,BAT000421
INVT000422,20250509,PRD180,ST046,362,109,21,450,50,2026-09-28,BAT000422
INVT000423,20250426,PRD106,ST004,341,89,68,362,30,2027-12-28,BAT000423
INVT000424,20241120,PRD166,ST046,199,74,73,200,30,2027-04-30,BAT000424
INVT000425,20240126,PRD070,ST049,452,105,117,440,20,2025-11-04,BAT000425
INVT000426,20240603,PRD068,ST016,124,82,106,100,25,2027-04-26,BAT000426
INVT000427,20270528,PRD251,ST010,345,68,80,333,40,2029-06-15,BAT000427
INVT000428,20280126,PRD039,ST041,456,23,51,428,50,2029-11-05,BAT000428
INVT000429,20270220,PRD233,ST032,217,148,0,365,20,2029-06-03,BAT000429
INVT000430,20270107,PRD033,ST035,253,55,54,254,25,2029-05-27,BAT000430
INVT000431,20260104,PRD166,ST019,222,140,73,289,25,2028-08-05,BAT000431
INVT000432,20280610,PRD176,ST044,440,12,5,447,20,2031-03-13,BAT000432
INVT000433,20280226,PRD009,ST008,489,40,56,473,40,2029-02-25,BAT000433
INVT000434,20271019,PRD104,ST045,117,77,20,174,30,2029-01-21,BAT000434
INVT000435,20270116,PRD129,ST006,240,42,6,276,40,2029-10-17,BAT000435
INVT000436,20260605,PRD120,ST028,385,23,90,318,20,2027-06-06,BAT000436
INVT000437,20250524,PRD245,ST005,117,57,66,108,40,2026-06-02,BAT000437
INVT000438,20230203,PRD176,ST008,490,108,88,510,25,2025-06-06,BAT000438
INVT000439,20231018,PRD118,ST025,95,26,13,108,30,2025-10-28,BAT000439
INVT000440,20260510,PRD071,ST025,446,34,82,398,25,2027-07-19,BAT000440
INVT000441,20281212,PRD289,ST001,362,42,56,348,30,2030-07-18,BAT000441
INVT000442,20240912,PRD211,ST040,401,113,110,404,25,2025-12-09,BAT000442
INVT000443,20240216,PRD072,ST049,113,150,93,170,40,2026-02-09,BAT000443
INVT000444,20271025,PRD162,ST009,176,70,82,164,20,2029-07-05,BAT000444
INVT000445,20260313,PRD014,ST043,498,77,26,549,50,2028-11-23,BAT000445
INVT000446,20280918,PRD097,ST048,250,75,82,243,20,2030-05-21,BAT000446
INVT000447,20280720,PRD198,ST008,173,127,81,219,50,2029-09-30,BAT000447
INVT000448,20281203,PRD007,ST024,212,33,49,196,50,2031-02-06,BAT000448
INVT000449,20270205,PRD280,ST044,138,120,98,160,20,2028-02-22,BAT000449
INVT000450,20231004,PRD008,ST017,160,10,118,52,20,2025-11-14,BAT000450
INVT000451,20280906,PRD147,ST041,414,128,98,444,40,2030-11-13,BAT000451
INVT000452,20270706,PRD043,ST041,324,137,78,383,25,2029-04-15,BAT000452
INVT000453,20231209,PRD159,ST006,311,52,103,260,25,2026-06-10,BAT000453
INVT000454,20260831,PRD201,ST038,374,16,39,351,40,2028-05-01,BAT000454
INVT000455,20230826,PRD126,ST006,272,29,58,243,50,2026-05-10,BAT000455
INVT000456,20230814,PRD159,ST043,429,44,15,458,20,2026-08-07,BAT000456
INVT000457,20240716,PRD006,ST011,304,88,66,326,50,2026-04-07,BAT000457
INVT000458,20241114,PRD191,ST009,433,68,93,408,20,2025-12-14,BAT000458
INVT000459,20261004,PRD220,ST018,318,16,33,301,50,2029-07-07,BAT000459
INVT000460,20231112,PRD255,ST030,311,92,7,396,40,2026-06-14,BAT000460
INVT000461,20241114,PRD189,ST011,180,26,114,92,50,2027-10-05,BAT000461
INVT000462,20240417,PRD117,ST048,310,0,5,305,20,2025-12-23,BAT000462
INVT000463,20230708,PRD242,ST024,246,38,22,262,20,2026-01-24,BAT000463
INVT000464,20270914,PRD115,ST021,177,106,117,166,30,2029-06-17,BAT000464
INVT000465,20231116,PRD293,ST024,111,128,86,153,20,2025-05-17,BAT000465
INVT000466,20250703,PRD265,ST003,255,17,112,160,40,2027-04-18,BAT000466
INVT000467,20260626,PRD168,ST006,333,116,1,448,30,2028-01-17,BAT000467
INVT000468,20260409,PRD289,ST020,428,62,59,431,30,2028-12-04,BAT000468
INVT000469,20280713,PRD101,ST047,329,62,19,372,20,2030-09-05,BAT000469
INVT000470,20230408,PRD120,ST035,227,2,42,187,20,2026-02-09,BAT000470
INVT000471,20270322,PRD158,ST007,155,135,30,260,40,2029-08-06,BAT000471
INVT000472,20230903,PRD073,ST046,193,23,5,211,25,2026-02-16,BAT000472
INVT000473,20270819,PRD191,ST030,432,21,74,379,20,2030-01-17,BAT000473
INVT000474,20240630,PRD202,ST005,353,145,7,491,40,2027-05-09,BAT000474
INVT000475,20240619,PRD122,ST019,183,80,118,145,40,2027-06-06,BAT000475
INVT000476,20260829,PRD163,ST029,189,59,9,239,25,2028-01-15,BAT000476
INVT000477,20240322,PRD080,ST007,134,115,59,190,30,2026-05-12,BAT000477
INVT000478,20240509,PRD275,ST023,444,53,57,440,30,2026-08-26,BAT000478
INVT000479,20251221,PRD062,ST006,130,77,105,102,50,2027-01-31,BAT000479
INVT000480,20250530,PRD168,ST010,96,63,45,114,40,2027-11-06,BAT000480
INVT000481,20230720,PRD154,ST017,469,44,3,510,40,2025-10-25,BAT000481
INVT000482,20251020,PRD049,ST030,102,35,15,122,20,2026-12-22,BAT000482
INVT000483,20250629,PRD067,ST013,471,102,47,526,20,2028-02-15,BAT000483
INVT000484,20251126,PRD039,ST002,83,50,115,18,40,2027-04-06,BAT000484
INVT000485,20240112,PRD170,ST008,71,118,6,183,25,2026-08-21,BAT000485
INVT000486,20271110,PRD203,ST032,65,97,87,75,40,2029-05-04,BAT000486
INVT000487,20261220,PRD110,ST012,190,71,57,204,25,2028-01-24,BAT000487
INVT000488,20251003,PRD152,ST032,260,140,61,339,20,2026-12-31,BAT000488
INVT000489,20260219,PRD197,ST009,264,51,82,233,50,2027-11-01,BAT000489
INVT000490,20230321,PRD196,ST046,233,122,69,286,40,2025-03-07,BAT000490
INVT000491,20280819,PRD165,ST025,188,46,3,231,30,2031-04-22,BAT000491
INVT000492,20250616,PRD016,ST050,193,14,103,104,40,2027-12-10,BAT000492
INVT000493,20270104,PRD300,ST015,131,25,31,125,25,2028-10-02,BAT000493
INVT000494,20281225,PRD029,ST049,162,147,108,201,40,2030-12-23,BAT000494
INVT000495,20241212,PRD091,ST016,353,81,103,331,30,2027-08-09,BAT000495
INVT000496,20230426,PRD181,ST037,338,36,72,302,25,2025-09-11,BAT000496
INVT000497,20260619,PRD090,ST032,69,23,7,85,25,2029-02-24,BAT000497
INVT000498,20250615,PRD011,ST034,294,0,42,252,50,2027-01-07,BAT000498
INVT000499,20240618,PRD175,ST046,140,82,7,215,20,2025-11-16,BAT000499
INVT000500,20240803,PRD057,ST034,490,93,9,574,30,2027-07-25,BAT000500
INVT000501,20270609,PRD052,ST022,204,82,17,269,25,2029-08-29,BAT000501
INVT000502,20280618,PRD163,ST012,412,143,88,467,50,2030-06-18,BAT000502
INVT000503,20250703,PRD090,ST025,207,75,16,266,25,2026-07-04,BAT000503
INVT000504,20270523,PRD291,ST003,143,81,117,107,50,2029-01-03,BAT000504
INVT000505,20240302,PRD255,ST010,219,19,30,208,30,2026-01-23,BAT000505
INVT000506,20241118,PRD046,ST046,393,85,57,421,20,2026-08-16,BAT000506
INVT000507,20250508,PRD128,ST045,84,89,32,141,20,2026-05-09,BAT000507
INVT000508,20230717,PRD198,ST029,425,107,21,511,40,2025-12-02,BAT000508
INVT000509,20270401,PRD180,ST035,242,25,106,161,40,2029-11-12,BAT000509
INVT000510,20250712,PRD084,ST029,87,8,37,58,20,2027-06-03,BAT000510
INVT000511,20251205,PRD054,ST005,225,43,113,155,40,2027-05-18,BAT000511
INVT000512,20231104,PRD281,ST006,223,123,90,256,20,2026-01-18,BAT000512
INVT000513,20241106,PRD223,ST011,77,25,42,60,25,2026-05-19,BAT000513
INVT000514,20270804,PRD284,ST047,423,138,33,528,30,2029-06-03,BAT000514
INVT000515,20250830,PRD050,ST004,251,146,70,327,40,2027-02-03,BAT000515
INVT000516,20230812,PRD185,ST001,268,22,37,253,50,2025-12-15,BAT000516
INVT000517,20250328,PRD050,ST002,155,43,81,117,30,2026-06-19,BAT000517
INVT000518,20280423,PRD060,ST020,451,101,60,492,40,2031-02-28,BAT000518
INVT000519,20251221,PRD047,ST042,328,99,23,404,30,2028-01-15,BAT000519
INVT000520,20270222,PRD096,ST029,72,67,56,83,40,2028-11-17,BAT000520
INVT000521,20250715,PRD138,ST037,81,38,96,23,20,2026-10-10,BAT000521
INVT000522,20261109,PRD278,ST027,437,150,29,558,50,2028-01-10,BAT000522
INVT000523,20270505,PRD268,ST027,324,121,73,372,25,2029-09-03,BAT000523
INVT000524,20260509,PRD041,ST026,487,8,64,431,50,2028-10-19,BAT000524
INVT000525,20240826,PRD062,ST049,279,44,21,302,25,2026-03-11,BAT000525
INVT000526,20240531,PRD022,ST028,90,111,25,176,25,2027-01-30,BAT000526
INVT000527,20251122,PRD164,ST047,463,17,11,469,40,2028-06-13,BAT000527
INVT000528,20270616,PRD283,ST021,488,70,66,492,40,2028-06-27,BAT000528
INVT000529,20281110,PRD215,ST008,262,38,18,282,50,2031-07-05,BAT000529
INVT000530,20240215,PRD055,ST037,449,25,100,374,30,2026-08-16,BAT000530
INVT000531,20261109,PRD211,ST017,246,124,73,297,50,2029-03-07,BAT000531
INVT000532,20230603,PRD089,ST018,256,36,79,213,50,2026-04-30,BAT000532
INVT000533,20270704,PRD020,ST026,500,84,88,496,25,2028-08-22,BAT000533
INVT000534,20280430,PRD138,ST024,60,86,104,42,30,2030-03-14,BAT000534
INVT000535,20260222,PRD252,ST045,400,25,111,314,25,2027-07-09,BAT000535
INVT000536,20260515,PRD227,ST050,472,82,34,520,40,2029-01-23,BAT000536
INVT000537,20240101,PRD097,ST029,158,104,94,168,40,2026-06-12,BAT000537
INVT000538,20270312,PRD029,ST033,455,40,8,487,30,2030-03-07,BAT000538
INVT000539,20280906,PRD207,ST009,449,134,112,471,50,2029-10-05,BAT000539
INVT000540,20241212,PRD099,ST013,478,14,31,461,20,2027-03-24,BAT000540
INVT000541,20230727,PRD185,ST046,151,70,47,174,40,2025-12-25,BAT000541
INVT000542,20270614,PRD064,ST044,65,61,47,79,40,2030-02-11,BAT000542
INVT000543,20280102,PRD091,ST031,350,141,44,447,30,2029-06-17,BAT000543
INVT000544,20251125,PRD047,ST019,64,98,6,156,25,2028-07-02,BAT000544
INVT000545,20250527,PRD114,ST042,165,52,34,183,40,2027-11-03,BAT000545
INVT000546,20230324,PRD005,ST031,117,44,76,85,20,2024-11-07,BAT000546
INVT000547,20251030,PRD157,ST046,413,70,54,429,40,2027-10-22,BAT000547
INVT000548,20280224,PRD130,ST014,288,77,86,279,50,2030-11-23,BAT000548
INVT000549,20270615,PRD300,ST007,53,130,84,99,30,2030-01-09,BAT000549
INVT000550,20260303,PRD153,ST044,105,123,8,220,30,2027-12-11,BAT000550
INVT000551,20260824,PRD142,ST017,385,76,24,437,25,2029-02-03,BAT000551
INVT000552,20250911,PRD030,ST039,256,81,87,250,25,2026-10-07,BAT000552
INVT000553,20280730,PRD152,ST017,264,103,49,318,20,2031-03-19,BAT000553
INVT000554,20250216,PRD176,ST047,415,56,87,384,50,2027-12-01,BAT000554
INVT000555,20280502,PRD184,ST033,203,43,107,139,50,2029-11-03,BAT000555
INVT000556,20260418,PRD050,ST031,115,66,92,89,50,2027-10-22,BAT000556
INVT000557,20261006,PRD046,ST015,231,57,95,193,30,2028-12-09,BAT000557
INVT000558,20260919,PRD191,ST017,349,75,59,365,20,2029-01-12,BAT000558
INVT000559,20230808,PRD299,ST038,367,18,60,325,25,2026-01-01,BAT000559
INVT000560,20240505,PRD196,ST034,202,105,6,301,25,2025-09-22,BAT000560
INVT000561,20250331,PRD176,ST027,341,117,18,440,30,2026-10-01,BAT000561
INVT000562,20231128,PRD250,ST022,373,45,40,378,20,2024-12-01,BAT000562
INVT000563,20280126,PRD141,ST014,439,43,73,409,25,2030-06-10,BAT000563
INVT000564,20231227,PRD067,ST040,272,109,51,330,40,2026-04-28,BAT000564
INVT000565,20270420,PRD003,ST003,323,51,93,281,30,2028-05-03,BAT000565
INVT000566,20260812,PRD272,ST013,59,1,40,20,25,2028-03-30,BAT000566
INVT000567,20261111,PRD160,ST009,102,98,64,136,50,2028-09-19,BAT000567
INVT000568,20241115,PRD034,ST003,202,74,58,218,50,2027-07-18,BAT000568
INVT000569,20281116,PRD173,ST028,401,34,43,392,40,2030-11-18,BAT000569
INVT000570,20250210,PRD085,ST026,59,58,28,89,25,2026-09-14,BAT000570
INVT000571,20230331,PRD259,ST011,113,93,91,115,20,2025-04-18,BAT000571
INVT000572,20251113,PRD274,ST040,74,12,84,2,20,2028-09-12,BAT000572
INVT000573,20230322,PRD025,ST045,109,106,56,159,40,2024-07-25,BAT000573
INVT000574,20251101,PRD243,ST045,128,52,88,92,20,2027-09-05,BAT000574
INVT000575,20270920,PRD052,ST043,316,69,79,306,50,2030-09-06,BAT000575
INVT000576,20240715,PRD215,ST007,311,30,36,305,20,2025-10-31,BAT000576
INVT000577,20280731,PRD102,ST039,152,67,106,113,50,2030-02-22,BAT000577
INVT000578,20270106,PRD210,ST019,132,10,70,72,40,2028-08-05,BAT000578
INVT000579,20280522,PRD170,ST016,51,3,42,12,20,2029-09-12,BAT000579
INVT000580,20280716,PRD077,ST006,449,130,9,570,20,2030-04-04,BAT000580
INVT000581,20250804,PRD234,ST019,185,118,6,297,20,2027-01-29,BAT000581
INVT000582,20230611,PRD149,ST024,460,80,54,486,20,2024-09-15,BAT000582
INVT000583,20230707,PRD005,ST009,389,43,42,390,30,2025-09-27,BAT000583
INVT000584,20260103,PRD048,ST024,467,87,23,531,20,2028-02-17,BAT000584
INVT000585,20270628,PRD234,ST018,477,98,88,487,40,2029-09-01,BAT000585
INVT000586,20241114,PRD058,ST009,406,15,120,301,25,2026-02-28,BAT000586
INVT000587,20270901,PRD248,ST037,397,112,23,486,50,2029-09-23,BAT000587
INVT000588,20270108,PRD015,ST044,500,33,61,472,40,2028-05-02,BAT000588
INVT000589,20270812,PRD226,ST003,82,66,83,65,30,2028-08-23,BAT000589
INVT000590,20281119,PRD296,ST047,339,57,85,311,30,2031-05-04,BAT000590
INVT000591,20281112,PRD049,ST028,388,63,61,390,30,2031-09-22,BAT000591
INVT000592,20270426,PRD077,ST036,363,13,1,375,25,2029-09-24,BAT000592
INVT000593,20280406,PRD254,ST011,88,125,41,172,25,2030-03-10,BAT000593
INVT000594,20260213,PRD026,ST033,164,140,82,222,40,2028-03-31,BAT000594
INVT000595,20250820,PRD041,ST030,277,146,57,366,20,2028-01-12,BAT000595
INVT000596,20280106,PRD162,ST008,304,4,13,295,40,2030-03-03,BAT000596
INVT000597,20230527,PRD286,ST036,50,23,38,35,50,2025-12-22,BAT000597
INVT000598,20250427,PRD234,ST022,236,13,104,145,25,2027-08-05,BAT000598
INVT000599,20260921,PRD287,ST050,367,121,91,397,30,2028-12-27,BAT000599
INVT000600,20240412,PRD050,ST049,387,56,0,443,30,2026-04-10,BAT000600
INVT000601,20260410,PRD281,ST034,241,27,5,263,25,2028-08-26,BAT000601
INVT000602,20240729,PRD210,ST007,180,50,24,206,20,2026-09-04,BAT000602
INVT000603,20250602,PRD235,ST013,416,86,13,489,40,2026-07-19,BAT000603
INVT000604,20240519,PRD231,ST030,387,150,64,473,25,2026-10-11,BAT000604
INVT000605,20230118,PRD272,ST048,74,141,119,96,40,2025-09-08,BAT000605
INVT000606,20280601,PRD261,ST050,140,148,22,266,25,2029-09-15,BAT000606
INVT000607,20270506,PRD165,ST033,246,107,77,276,25,2029-02-09,BAT000607
INVT000608,20270618,PRD176,ST019,281,34,17,298,40,2030-02-23,BAT000608
INVT000609,20280929,PRD154,ST045,330,80,91,319,50,2031-07-08,BAT000609
INVT000610,20250609,PRD103,ST014,369,74,87,356,30,2028-04-27,BAT000610
INVT000611,20240627,PRD092,ST033,327,82,90,319,20,2026-06-22,BAT000611
INVT000612,20280521,PRD299,ST037,391,106,86,411,50,2030-03-09,BAT000612
INVT000613,20270927,PRD007,ST034,104,6,48,62,25,2028-11-19,BAT000613
INVT000614,20230820,PRD103,ST018,434,41,36,439,30,2025-01-15,BAT000614
INVT000615,20230912,PRD152,ST014,435,138,4,569,30,2025-12-18,BAT000615
INVT000616,20240224,PRD288,ST015,430,143,49,524,25,2026-07-31,BAT000616
INVT000617,20260324,PRD025,ST025,248,106,100,254,30,2028-10-09,BAT000617
INVT000618,20230809,PRD007,ST048,178,51,79,150,40,2025-03-26,BAT000618
INVT000619,20270215,PRD280,ST048,358,50,99,309,25,2028-12-12,BAT000619
INVT000620,20280113,PRD091,ST044,88,47,22,113,50,2029-05-14,BAT000620
INVT000621,20270326,PRD021,ST028,192,142,33,301,25,2028-09-05,BAT000621
INVT000622,20251110,PRD003,ST022,288,39,5,322,25,2027-10-06,BAT000622
INVT000623,20230728,PRD155,ST032,454,146,70,530,30,2024-10-09,BAT000623
INVT000624,20260725,PRD270,ST015,144,133,8,269,50,2028-01-04,BAT000624
INVT000625,20270831,PRD279,ST035,256,23,44,235,25,2029-04-05,BAT000625
INVT000626,20260921,PRD170,ST024,200,55,96,159,50,2029-03-17,BAT000626
INVT000627,20280429,PRD288,ST049,382,2,14,370,30,2030-07-29,BAT000627
INVT000628,20250911,PRD125,ST003,399,82,48,433,20,2027-10-11,BAT000628
INVT000629,20251116,PRD277,ST047,194,6,116,84,50,2027-12-04,BAT000629
INVT000630,20281007,PRD261,ST029,299,11,37,273,25,2030-08-31,BAT000630
INVT000631,20281005,PRD043,ST007,135,137,68,204,20,2031-07-08,BAT000631
